lat,lon,pin
14.6983,78.0748,515465
17.6116,78.8735,515465
13.5582,78.9992,515465
15.4365,78.472,515465
15.8778,77.9403,515465
15.4365,78.472,515465
15.4365,78.472,515465
15.4365,78.472,515465
15.4365,78.472,515465
15.4365,78.472,515465
15.4365,78.472,515465
15.4365,78.472,515465
15.4365,78.472,515465
15.4365,78.472,515465
15.4365,78.472,515465
14.2345,78.095,515501
15.8044,78.1712,515501
17.3743,78.2473,515501
15.8044,78.1712,515501
15.8044,78.1712,515501
15.8044,78.1712,515501
15.8044,78.1712,515501
15.8044,78.1712,515501
15.8044,78.1712,515501
15.8044,78.1712,515501
15.8044,78.1712,515501
15.8044,78.1712,515501
15.8044,78.1712,515501
15.8044,78.1712,515501
15.1177,78.9543,515511
15.8845,79.9127,515511
15.1177,78.9543,515511
14.3509,77.9958,515511
15.1177,78.9543,515511
15.1177,78.9543,515511
15.1177,78.9543,515511
15.1177,78.9543,515511
15.1817,78.6722,515521
15.1817,78.6722,515521
15.1817,78.6722,515521
15.1817,78.6722,515521
15.1817,78.6722,515521
15.1817,78.6722,515521
15.1817,78.6722,515521
15.1817,78.6722,515521
15.1817,78.6722,515521
15.1817,78.6722,515521
15.1817,78.6722,515521
15.1817,78.6722,515521
15.1817,78.6722,515521
15.1817,78.6722,515531
15.1817,78.6722,515531
15.1817,78.6722,515531
15.1817,78.6722,515531
15.1817,78.6722,515531
15.1817,78.6722,515531
15.1817,78.6722,515531
15.1817,78.6722,515531
18.577,80.9077,515541
18.577,80.9077,515541
18.577,80.9077,515541
18.577,80.9077,515541
18.577,80.9077,515541
18.577,80.9077,515541
18.577,80.9077,515541
18.577,80.9077,515541
18.577,80.9077,515541
18.577,80.9077,515541
15.1817,78.6722,515551
15.1817,78.6722,515551
15.1817,78.6722,515551
15.1817,78.6722,515551
15.1817,78.6722,515551
15.1817,78.6722,515551
15.1817,78.6722,515551
15.1817,78.6722,515551
15.1817,78.6722,515556
15.1817,78.6722,515556
15.1817,78.6722,515556
15.1817,78.6722,515556
15.1817,78.6722,515556
15.1817,78.6722,515556
15.1817,78.6722,515556
15.1817,78.6722,515561
15.1817,78.6722,515561
15.1817,78.6722,515561
15.1817,78.6722,515561
15.1817,78.6722,515561
15.1817,78.6722,515561
15.1817,78.6722,515561
15.1817,78.6722,515561
15.1817,78.6722,515561
15.1817,78.6722,515561
15.1817,78.6722,515561
13.9397,78.2779,515571
13.9299,78.2363,515571
13.9202,78.1948,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
13.9299,78.2363,515571
14.2416,78.2587,515581
14.2416,78.2587,515581
14.2416,78.2587,515581
14.2416,78.2587,515581
14.2416,78.2587,515581
14.2416,78.2587,515581
14.2416,78.2587,515581
14.2416,78.2587,515581
14.2416,78.2587,515581
14.2416,78.2587,515581
14.2416,78.2587,515581
14.2416,78.2587,515581
14.2416,78.2587,515581
14.1125,78.1603,515591
14.1125,78.1603,515591
14.1125,78.1603,515591
14.1125,78.1603,515591
14.1125,78.1603,515591
14.1125,78.1603,515591
14.1125,78.1603,515591
14.1125,78.1603,515591
14.1125,78.1603,515591
13.8326,77.7743,515601
14.3533,77.9395,515601
14.3533,77.9395,515601
14.3533,77.9395,515601
14.8739,78.1047,515601
14.3533,77.9395,515601
14.3533,77.9395,515601
13.2105,79.0956,515611
13.2105,79.0956,515611
13.2105,79.0956,515611
13.2105,79.0956,515611
13.2105,79.0956,515611
13.2105,79.0956,515611
13.2105,79.0956,515611
14.7759,78.1949,515621
14.7759,78.1949,515621
14.7759,78.1949,515621
14.7759,78.1949,515621
14.7759,78.1949,515621
14.7759,78.1949,515621
14.7759,78.1949,515621
14.7759,78.1949,515621
14.7759,78.1949,515621
14.7759,78.1949,515621
14.7759,78.1949,515621
14.7759,78.1949,515621
14.7759,78.1949,515621
15.2214,78.2231,515631
15.2214,78.2231,515631
15.2214,78.2231,515631
15.2214,78.2231,515631
15.2214,78.2231,515631
15.2214,78.2231,515631
15.2214,78.2231,515631
14.5616,77.8592,515631
15.2214,78.2231,515631
15.8811,78.587,515631
15.2214,78.2231,515631
15.2214,78.2231,515631
15.2214,78.2231,515631
15.2214,78.2231,515631
15.2214,78.2231,515631
14.4932,77.626,515641
14.4932,77.626,515641
14.4932,77.626,515641
14.4932,77.626,515641
14.4932,77.626,515641
14.4932,77.626,515641
14.4932,77.626,515641
14.4932,77.626,515641
14.4932,77.626,515641
14.4932,77.626,515641
14.4932,77.626,515641
14.4832,78.0509,515651
14.4832,78.0509,515651
14.4832,78.0509,515651
14.4832,78.0509,515651
14.4832,78.0509,515651
14.4832,78.0509,515651
14.4832,78.0509,515651
14.4832,78.0509,515661
14.4832,78.0509,515661
14.4832,78.0509,515661
14.4832,78.0509,515661
14.4832,78.0509,515661
14.4832,78.0509,515661
14.4832,78.0509,515661
14.4832,78.0509,515661
14.4832,78.0509,515661
14.4149,77.72,515671
14.4149,77.72,515671
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
14.3051,77.4968,515672
16.4819,78.3574,515701
17.2513,78.2458,515701
14.82,78.5791,515701
17.3743,78.2473,515701
16.4819,78.3574,515701
16.4819,78.3574,515701
16.4819,78.3574,515701
16.4819,78.3574,515701
16.4819,78.3574,515701
16.4819,78.3574,515701
16.4819,78.3574,515701
15.3062,78.4122,515711
15.3062,78.4122,515711
15.3062,78.4122,515711
15.3062,78.4122,515711
15.3062,78.4122,515711
15.3062,78.4122,515711
15.3062,78.4122,515711
15.3062,78.4122,515711
15.3062,78.4122,515711
15.3062,78.4122,515711
15.3062,78.4122,515711
15.3062,78.4122,515711
15.3062,78.4122,515711
15.3062,78.4122,515711
15.2154,79.9039,515721
15.2154,79.9039,515721
15.2154,79.9039,515721
15.2154,79.9039,515721
15.2154,79.9039,515722
15.2154,79.9039,515722
15.2154,79.9039,515722
15.2154,79.9039,515722
15.2154,79.9039,515722
15.2154,79.9039,515722
15.2154,79.9039,515722
15.2154,79.9039,515722
15.2154,79.9039,515722
15.2154,79.9039,515722
15.111,78.5201,515731
15.3817,79.0451,515731
15.111,78.5201,515731
15.3129,77.9755,515731
15.111,78.5201,515731
14.6385,78.5397,515731
15.111,78.5201,515731
15.111,78.5201,515731
15.111,78.5201,515731
15.111,78.5201,515731
15.111,78.5201,515731
15.111,78.5201,515731
15.111,78.5201,515731
15.111,78.5201,515731
15.111,78.5201,515731
14.1894,79.783,515741
14.1894,79.783,515741
14.1894,79.783,515741
14.1894,79.783,515741
14.1894,79.783,515741
14.1894,79.783,515741
14.1894,79.783,515741
14.1894,79.783,515741
14.1894,79.783,515741
14.1894,79.783,515741
14.1894,79.783,515741
14.1894,79.783,515741
14.1894,79.783,515741
15.3062,78.4122,515751
15.3062,78.4122,515751
15.3062,78.4122,515751
15.3062,78.4122,515751
15.3062,78.4122,515751
15.3062,78.4122,515751
15.3062,78.4122,515751
15.3062,78.4122,515751
15.3062,78.4122,515751
15.3062,78.4122,515751
15.3062,78.4122,515751
15.3062,78.4122,515751
15.3062,78.4122,515751
15.3062,78.4122,515751
15.5405,79.9456,515761
17.6956,78.9391,515761
14.5452,77.1055,515761
15.595,78.3003,515761
15.595,78.3003,515761
14.5987,77.2108,515761
15.595,78.3003,515761
15.595,78.3003,515761
15.595,78.3003,515761
15.595,78.3003,515761
15.595,78.3003,515761
15.595,78.3003,515761
15.595,78.3003,515761
15.595,78.3003,515761
15.595,78.3003,515761
15.595,78.3003,515761
15.595,78.3003,515761
15.595,78.3003,515761
15.595,78.3003,515761
15.595,78.3003,515761
15.0847,78.1446,515763
15.0847,78.1446,515763
15.0847,78.1446,515763
15.0847,78.1446,515763
15.0847,78.1446,515763
15.0847,78.1446,515763
15.0847,78.1446,515763
15.0847,78.1446,515763
15.0847,78.1446,515763
15.0847,78.1446,515763
15.0847,78.1446,515763
15.0847,78.1446,515763
15.0847,78.1446,515763
15.0847,78.1446,515765
15.0847,78.1446,515765
15.0847,78.1446,515765
15.0847,78.1446,515765
15.0847,78.1446,515765
15.0847,78.1446,515765
15.0847,78.1446,515765
15.0847,78.1446,515765
15.0847,78.1446,515765
15.0847,78.1446,515765
15.0847,78.1446,515765
14.293,77.0328,515766
14.0641,77.8334,515766
14.0641,77.8334,515766
14.0641,77.8334,515766
13.8352,78.6339,515766
14.0641,77.8334,515766
14.0641,77.8334,515766
14.0641,77.8334,515766
14.0641,77.8334,515766
14.0641,77.8334,515766
14.0641,77.8334,515766
14.0641,77.8334,515766
14.0641,77.8334,515766
15.0847,78.1446,515767
15.0847,78.1446,515767
15.0847,78.1446,515767
15.0847,78.1446,515767
15.0847,78.1446,515767
15.0847,78.1446,515767
15.0847,78.1446,515767
15.0847,78.1446,515767
15.0847,78.1446,515767
15.0847,78.1446,515767
15.0847,78.1446,515767
15.0847,78.1446,515767
14.9443,77.5934,515774
14.9443,77.5934,515774
14.9443,77.5934,515774
14.9443,77.5934,515774
14.9443,77.5934,515775
14.9443,77.5934,515775
14.9443,77.5934,515775
14.9443,77.5934,515775
14.9443,77.5934,515775
14.9443,77.5934,515775
14.9443,77.5934,515775
14.9443,77.5934,515775
14.9443,77.5934,515775
14.9443,77.5934,515775
14.9443,77.5934,515775
14.9443,77.5934,515775
15.2637,77.8143,515787
15.2637,77.8143,515787
15.2637,77.8143,515787
15.2637,77.8143,515787
15.2637,77.8143,515787
15.2637,77.8143,515787
15.2637,77.8143,515787
15.2637,77.8143,515787
15.2637,77.8143,515787
15.1713,77.3657,515801
15.1713,77.3657,515801
15.1713,77.3657,515801
15.1713,77.3657,515801
15.1713,77.3657,515801
15.1713,77.3657,515801
15.1713,77.3657,515801
15.1713,77.3657,515803
15.1713,77.3657,515803
15.1713,77.3657,515803
15.1713,77.3657,515803
15.1713,77.3657,515803
15.1713,77.3657,515803
15.1713,77.3657,515803
12.1277,78.1579,515812
11.9812,78.2483,515812
13.0182,77.8885,515812
14.9456,77.2593,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
13.0182,77.8885,515812
14.8882,77.2084,515822
14.8882,77.2084,515822
14.8882,77.2084,515822
14.8882,77.2084,515822
14.8882,77.2084,515822
14.8882,77.2084,515822
15.0274,77.3866,515832
15.0274,77.3866,515832
15.0274,77.3866,515832
15.0274,77.3866,515832
15.0274,77.3866,515832
15.0274,77.3866,515832
15.0274,77.3866,515832
15.0274,77.3866,515832
15.0274,77.3866,515832
15.0274,77.3866,515832
14.4197,78.0913,515842
14.4197,78.0913,515842
14.4197,78.0913,515842
14.4197,78.0913,515842
14.4197,78.0913,515842
14.4197,78.0913,515842
14.4197,78.0913,515842
14.4197,78.0913,515842
14.4197,78.0913,515842
14.4197,78.0913,515842
14.8458,79.2647,515863
14.8458,79.2647,515863
14.8458,79.2647,515863
14.8458,79.2647,515863
14.8458,79.2647,515863
14.8458,79.2647,515863
14.8458,79.2647,515863
14.8458,79.2647,515863
14.8458,79.2647,515863
17.2373,78.3992,515865
14.8458,79.2647,515865
12.4543,80.1302,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515865
14.8458,79.2647,515867
14.8458,79.2647,515867
14.8458,79.2647,515867
14.8458,79.2647,515867
14.8458,79.2647,515867
14.8458,79.2647,515867
14.8458,79.2647,515867
14.8458,79.2647,515867
14.8458,79.2647,515867
14.8458,79.2647,515867
14.8458,79.2647,515867
16.38,77.94,515870
15.0156,77.112,515870
15.6978,77.526,515870
15.6978,77.526,515870
15.6978,77.526,515870
15.6978,77.526,515870
15.6978,77.526,515870
15.6978,77.526,515870
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
13.3884,79.7963,515871
14.928,78.2828,515872
14.4775,78.8235,516001
14.4775,78.8235,516001
14.4775,78.8235,516001
14.4775,78.8235,516001
14.4775,78.8235,516001
14.4775,78.8235,516001
14.4775,78.8235,516001
14.4752,78.8354,516002
16.1515,78.8809,516002
17.8278,78.9264,516002
16.1515,78.8809,516002
16.1515,78.8809,516002
16.1515,78.8809,516002
16.1515,78.8809,516002
16.1515,78.8809,516002
16.1515,78.8809,516002
16.1515,78.8809,516002
16.1515,78.8809,516002
16.1515,78.8809,516002
16.1515,78.8809,516002
16.1515,78.8809,516002
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516003
15.5935,78.8618,516004
15.5935,78.8618,516004
15.5935,78.8618,516004
15.5935,78.8618,516004
15.5935,78.8618,516004
13.5818,78.7664,516101
13.9577,79.3513,516101
